,Store#,City,Total_Sales_2015_Q1,Sales_Mean_2015_Q1,County#,Avg_PPL_2015_Q1,Zip_Code_x,Total_Liters_2015_Q1,Avg_Liters_2015_Q1,Avg_Margin_2015_Q1,Total_Sales_2015,Sales_Mean_2015,Avg_PPL_2015,Zip_Code_y,Total_Liters_2015,Avg_Liters_2015,Avg_Margin_2015
295,3749,STORM LAKE,41823.68,167.29472,11.0,14.1905066667,50588,3487.25,13.949,5.389,203055.9,213.07019937,15.2012716734,50588,16253.75,17.0553515215,5.64315844701
296,3756,MANNING,17531.78,46.7514133333,14.0,16.3591834921,51455,1343.9,3.58373333333,5.17906666667,98524.64,47.943863747,16.7576505619,51455,7048.32,3.42983941606,5.21091970803
297,3757,SIOUX CITY,121393.71,173.172196862,97.0,14.323933836,51108,9542.25,13.612339515,4.99794579173,549146.74,162.469449704,14.3341265145,51108,42363.0,12.5334319527,5.0673816568
298,3761,LENOX,14979.63,47.8582428115,87.0,15.7303925148,50851,1129.25,3.60782747604,4.44137380192,14979.63,47.8582428115,15.7303925148,50851,1129.25,3.60782747604,4.44137380192
299,3762,WINDSOR HEIGHTS,75058.89,86.2745862069,77.0,23.1514811166,50322,4680.28,5.37963218391,6.13785057471,334478.76,95.1304778157,23.2343499106,50322,20683.74,5.88274744027,6.21753981797
300,3763,HAWARDEN,32000.71,89.6378431373,84.0,14.9584593838,51023,2593.75,7.26540616246,5.19613445378,123747.79,89.0912814975,15.1361592787,51023,9997.84,7.19786897048,5.1918574514
301,3766,NEW HAMPTON,19616.9,65.608361204,19.0,13.2551807613,50659,1959.71,6.55421404682,4.48775919732,84922.13,57.4574627876,15.3156782009,50659,8132.66,5.50247631935,4.82939106901
302,3769,CEDAR FALLS,123543.9,180.619736842,7.0,13.9419193818,50613,10023.75,14.6546052632,5.04969298246,552173.52,175.571866455,14.0313786055,50613,44615.25,14.1860890302,5.03888712242
303,3772,DES MOINES,8468.53,153.973272727,77.0,25.5457575758,50314,371.12,6.74763636364,3.53909090909,267215.93,205.867434515,22.8888779441,50314,12341.25,9.50789676425,3.7969953775
304,3773,CEDAR RAPIDS,509625.13,242.21726711,57.0,23.4711894011,52401,28127.44,13.3685551331,6.70363593156,2297121.49,245.550132549,23.7884416524,52401,126171.55,13.487071085,6.77525921967
305,3774,DUBUQUE,31672.37,105.223820598,31.0,11.4648758108,52001,3350.25,11.1303986711,3.20697674419,132710.24,110.407853577,11.3057923302,52001,14449.0,12.0207986689,3.25686356073
306,3776,DAVENPORT,98119.34,149.117537994,82.0,14.1310493559,52806,7397.25,11.2420212766,4.91610942249,424858.19,142.80947563,13.9539857543,52806,32596.5,10.9568067227,4.93562352941
307,3778,DES MOINES,29767.69,54.2216575592,77.0,22.6338589644,50310,1517.58,2.76426229508,3.95706739526,127728.08,54.5613327638,23.1915443136,50310,6419.04,2.74200768902,4.25552755233
308,3779,FORT DODGE,14902.44,108.776934307,94.0,13.8986027112,50501,1466.45,10.7040145985,4.38262773723,75045.76,115.455015385,15.0053750916,50501,7057.32,10.8574153846,4.48801538462
309,3782,GUTTENBURG,15729.54,68.3893043478,22.0,12.6667681159,52052,1327.75,5.77282608696,4.49156521739,97431.04,82.5686779661,13.4143583535,52052,8028.7,6.80398305085,4.53633898305
310,3783,POCAHONTAS,46928.25,77.6957781457,76.0,15.4589049196,50574,4413.22,7.30665562914,4.55822847682,179053.57,74.4815183028,15.5320870474,50574,16067.58,6.68368552413,4.6775
311,3784,INDEPENDENCE,59315.79,121.54875,10.0,17.8343891491,50644,3980.4,8.15655737705,5.24520491803,232187.75,116.501630707,18.0252885098,50644,16083.04,8.06976417461,5.27880080281
312,3785,DES MOINES,41992.65,80.6000959693,77.0,20.5865917192,50315,2738.07,5.25541266795,5.26856046065,138293.3,71.4694056848,20.0702499077,50315,9712.59,5.01942635659,4.91334366925
313,3789,OSKALOOSA,52296.57,216.101528926,62.0,15.0540338449,52577,3905.25,16.1373966942,5.02884297521,237724.77,183.713114374,14.8261017885,52577,17835.75,13.783423493,5.16680834621
314,3790,MT PLEASANT,59585.52,177.867223881,44.0,14.5436901208,52641,4779.0,14.2656716418,5.25432835821,271524.78,181.621926421,14.7373763338,52641,21097.5,14.1120401338,5.320909699
315,3803,STRAWBERRY POINT,9734.16,117.279036145,22.0,11.5114400459,52076,885.0,10.6626506024,4.41168674699,46431.17,123.159602122,12.0457799672,52076,4122.5,10.9350132626,4.4900530504
316,3805,DAVENPORT,79855.77,113.431491477,82.0,24.814514678,52084,3870.9,5.4984375,4.43769886364,346098.85,124.406488138,25.6813155147,52084,16195.95,5.8216930266,4.45468008627
317,3806,WEST DES MOINES,54133.44,175.189126214,77.0,18.0556033287,50266,3207.0,10.3786407767,5.69582524272,254122.45,200.412026814,19.0771662348,50266,14060.18,11.0884700315,5.95672712934
318,3808,LA PORTE CITY,29121.87,60.1691528926,7.0,16.1803473042,50651,2175.61,4.49506198347,4.69466942149,111308.76,58.1550470219,15.9417870826,50651,8800.75,4.59809299896,4.5983646813
319,3811,KEOKUK,46724.04,143.766276923,56.0,13.4921978022,52632,3745.5,11.5246153846,4.88150769231,210138.78,146.234363257,14.1892968155,52632,15883.5,11.0532359081,5.09780793319
320,3813,MOUNT AYR,14886.69,76.7355154639,80.0,12.573964163,50854,1309.5,6.75,4.54443298969,81171.48,83.7682972136,13.7085364857,50854,6727.8,6.94303405573,4.8509494324
321,3814,WEST DES MOINES,445157.58,2271.21214286,25.0,27.3980199223,50266,20906.25,106.664540816,8.51969387755,2899984.38,2348.16548988,26.6579710494,50266,145925.55,118.158340081,8.6972145749
322,3816,RED OAK,41683.4,92.4243902439,69.0,16.3873239362,51566,3217.88,7.13498891353,4.94186252772,160416.93,81.3885996956,17.3897114107,51566,12406.98,6.29476407915,5.11914256722
323,3818,KNOXVILLE,45441.73,31.4911503812,63.0,17.3072180972,50138,3282.95,2.27508662509,4.4941025641,198661.93,31.4786769133,17.1521870543,50138,14027.35,2.22268261765,4.48418317224
324,3819,DECORAH,57013.7,98.2994827586,96.0,15.978956486,52101,4640.56,8.00096551724,5.02281034483,282036.82,96.4888197058,17.6019843055,52101,22461.23,7.68430721861,5.27289770783
325,3820,SIOUX CITY,374152.3,196.405406824,97.0,20.8921568591,51103,21322.57,11.1929501312,5.49405249344,1594081.4,203.977146513,20.9326727298,51103,90402.22,11.5677824696,5.53497504798
326,3822,SWISHER,9120.33,51.2378089888,52.0,19.640058855,52338,563.5,3.16573033708,6.21634831461,48322.13,40.0681011609,20.2626621522,52338,2847.42,2.36104477612,6.28870646766
327,3825,DES MOINES,32094.36,81.8733673469,77.0,17.8974963557,50316,2329.36,5.94224489796,3.34096938776,203486.12,95.2650374532,20.3995784287,50316,12421.46,5.81529026217,3.8634082397
328,3826,OSCEOLA,6766.56,211.455,20.0,17.8080357143,50213,414.0,12.9375,7.1121875,27024.24,216.19392,17.9623047619,50213,1591.5,12.732,7.01424
329,3829,MOUNT VERNON,37812.7,58.9901716069,57.0,15.0678714434,52314,3228.9,5.03728549142,4.33769110764,142561.41,63.1921143617,15.4313004475,52314,11672.9,5.17415780142,4.41365691489
330,3830,CRESTON,74598.9,152.866598361,88.0,13.5224375488,50801,6160.5,12.6239754098,5.09340163934,306087.66,156.406571283,13.9824714699,50801,24333.0,12.4338272867,5.27361267246
331,3831,MADRID,17713.99,56.7756089744,8.0,14.8883684371,50156,1532.0,4.91025641026,4.18858974359,85776.69,54.7045216837,15.3574823858,50156,7153.92,4.56244897959,4.32537627551
332,3833,ATLANTIC,39726.42,175.780619469,15.0,14.1429667088,50022,3223.5,14.2632743363,5.24747787611,186449.52,171.684640884,14.5381298781,50022,14571.0,13.4171270718,5.47956721915
333,3838,BETTENDORF,92890.25,136.00329429,48.0,15.5842668898,52722,6612.55,9.68162518302,5.11035139092,378143.41,143.073556565,15.4373766733,52722,26778.0,10.1316685585,5.11099886493
334,3841,DUBUQUE,15839.29,48.4381957187,31.0,15.2127464686,52001,1558.25,4.76529051988,3.68868501529,61261.75,40.5975811796,14.6177597533,52001,5885.18,3.90005301524,3.63615639496
335,3842,BANCROFT,65983.84,96.0463464338,55.0,18.6778957857,50517,4473.41,6.51151382824,5.55711790393,314268.92,103.343939494,18.5148494608,50517,21363.22,7.02506412364,5.51690891154
336,3845,OTHO,4083.72,116.677714286,94.0,16.2836190476,50569,316.8,9.05142857143,3.98428571429,16619.64,110.06384106,13.1180573951,50569,1437.3,9.51854304636,3.46701986755
337,3849,DYERSVILLE,18239.93,93.0608673469,31.0,16.9862487852,52040,1470.06,7.50030612245,4.79178571429,79981.92,90.6824489796,17.1247867401,52040,6188.93,7.01692743764,4.67421768707
338,3853,DAVENPORT,32532.18,120.489555556,82.0,19.6870687831,52804,1916.78,7.09918518519,3.42288888889,148977.85,145.913663075,19.4120501609,52804,8765.57,8.5852791381,3.26719882468
339,3855,STORM LAKE,13558.68,47.5743157895,11.0,18.5066766917,50588,882.34,3.09592982456,4.4590877193,70766.88,53.4089660377,19.4426202156,50588,4721.15,3.56313207547,4.81028679245
340,3857,WAUKON,56833.74,109.506242775,3.0,14.8230452335,52172,4126.91,7.95165703276,5.04838150289,322204.26,101.834469027,15.6166431882,52172,23902.42,7.554494311,5.2182806574
341,3858,DAVENPORT,42913.34,70.5811513158,82.0,18.0219120066,52806,3173.63,5.21978618421,4.4609375,199807.78,69.329555864,17.6883672879,52806,14941.8,5.18452463567,4.42039902845
342,3859,INDEPENDENCE,56749.08,195.686482759,10.0,14.3714154351,50644,4528.5,15.6155172414,5.18689655172,244320.0,202.084367246,15.0342238765,50644,18966.0,15.6873449132,5.34613730356
343,3864,SCHALLER,2552.22,51.0444,81.0,13.5867047619,51053,230.0,4.6,4.5214,8385.04,65.0003100775,14.7747988188,51053,686.0,5.31782945736,5.20945736434
344,3866,AMES,19595.78,163.298166667,85.0,17.9168501984,50010,1133.1,9.4425,5.68583333333,118416.21,173.630806452,19.222694107,50010,6502.95,9.53511730205,6.06941348974
345,3868,MARION,128931.76,170.770543046,57.0,13.8730646484,52302,10411.5,13.7900662252,5.07541721854,558001.94,166.072005952,14.3471876417,52302,43660.75,12.9942708333,5.14588392857
346,3869,CORALVILLE,89974.68,66.6973165308,52.0,23.5043711651,52241,4407.07,3.26691623425,5.95503335804,380296.55,56.3402296296,24.3326339436,52241,18112.52,2.6833362963,6.08455407407
347,3870,ALTOONA,11695.22,153.884473684,77.0,17.4271820175,50009,710.1,9.34342105263,5.52592105263,86672.77,171.290059289,19.0979503106,50009,4834.8,9.55494071146,6.16752964427
348,3871,WEST DES MOINES,18409.72,160.084521739,77.0,17.7967888199,50266,1069.2,9.29739130435,5.57191304348,94898.67,173.489341865,20.2038162706,50266,4939.2,9.02961608775,6.09648994516
349,3872,DUBUQUE,13783.5,162.158823529,31.0,17.9185882353,52003,804.0,9.45882352941,5.42305882353,56256.67,170.474757576,19.3864978355,52003,3110.5,9.42575757576,5.82433333333
350,3873,CORALVILLE,28011.1,168.741566265,52.0,19.0770869191,52241,1529.7,9.21506024096,5.83234939759,149578.43,182.858716381,19.6466452645,52241,7980.15,9.75568459658,6.08179706601
351,3876,MANSON,18845.77,68.5300727273,13.0,13.6853471861,50563,1560.08,5.67301818182,4.0992,79936.92,76.4215296367,13.606394883,50563,6567.05,6.27825047801,4.15740917782
352,3877,DES MOINES,25307.14,159.164402516,77.0,17.2457277628,50322,1540.2,9.68679245283,5.57201257862,138004.14,169.538255528,19.1781138119,50322,7568.0,9.2972972973,6.14981572482
353,3879,SIOUX CITY,24727.92,150.78,97.0,16.5452693089,51106,1558.8,9.50487804878,5.80841463415,104123.2,163.71572327,18.1575024334,51106,6036.9,9.49198113208,6.34287735849
354,3880,COUNCIL BLUFFS,27080.32,237.546666667,78.0,19.7434179198,51503,1509.1,13.2377192982,6.14947368421,100033.41,200.06682,20.2800183333,51503,5288.1,10.5762,6.39752
355,3881,MARSHALLTOWN,100714.93,179.527504456,64.0,21.90822024,50158,5514.25,9.82932263815,6.75885918004,450652.54,183.714855279,21.3803135045,50158,24653.87,10.0504973502,6.67321239299
356,3882,DAVENPORT,11636.69,43.9120377358,82.0,15.3705175202,52802,981.24,3.70279245283,2.76879245283,51146.57,55.0555113025,15.5596898867,52802,4357.6,4.6906350915,2.893401507
357,3886,ANAMOSA,48972.06,192.803385827,53.0,14.2833220847,52205,4066.5,16.0098425197,5.03748031496,238086.84,194.833747954,14.9453818876,52205,18945.0,15.5032733224,5.3287806874
358,3888,GRINNELL,45432.96,180.28952381,79.0,15.0764512472,50112,3516.75,13.9553571429,5.36091269841,197891.68,176.374046346,15.4380133265,50112,14757.0,13.1524064171,5.42354723708
359,3889,WAVERLY,47222.52,203.545344828,9.0,14.2204351396,50677,4026.0,17.3534482759,4.81043103448,218919.6,215.048722986,14.6080175882,50677,18283.5,17.96021611,5.16958742633
360,3890,CEDAR RAPIDS,40065.58,27.9202648084,57.0,19.5081357226,52405,2612.74,1.82072473868,3.14145644599,162216.76,29.7427136047,19.6417096233,52405,10866.44,1.99237990466,3.20307297396
361,3891,EMMETSBURG,16396.43,197.547349398,74.0,18.1744176707,50536,1013.25,12.2078313253,5.85891566265,51788.59,192.522639405,19.1091821561,50536,3161.25,11.7518587361,6.05483271375
362,3894,CEDAR RAPIDS,20233.07,56.0472853186,57.0,16.2786934441,52402,1578.82,4.37346260388,2.28656509695,107570.25,51.6916146084,17.3348938239,52402,8025.67,3.85664103796,2.46009610764
363,3896,IOWA CITY,41773.32,50.8810231425,52.0,21.6276912592,52240,2213.12,2.69563946407,3.29153471376,167885.78,51.5619717445,21.8263322657,52240,9490.24,2.91469287469,3.22637285012
364,3899,WEST DES MOINES,97192.02,163.898853288,77.0,15.5481193287,50266,6978.0,11.7672849916,5.35654300169,447237.44,162.395584604,15.4303485839,50266,31477.75,11.4298293391,5.3228540305
365,3901,FORT DODGE,11933.92,161.269189189,94.0,17.3334137709,50501,719.7,9.72567567568,6.13527027027,75687.2,181.940384615,19.984115728,50501,4095.0,9.84375,6.62947115385
366,3907,MUSCATINE,20319.02,31.9984566929,70.0,19.8544446944,52761,1347.26,2.12166929134,3.62595275591,80873.36,33.5713408053,19.3819966791,52761,5768.03,2.39436695724,3.55790784558
367,3908,FORT MADISON,51115.14,154.894363636,56.0,11.7265844156,52627,5264.25,15.9522727273,4.28627272727,205063.86,145.745458422,12.090027414,52627,19614.75,13.9408315565,4.37464108031
368,3909,MELCHER-DALLAS,27201.27,97.1473928571,63.0,17.0659081633,50163,1916.14,6.84335714286,4.77928571429,132738.75,102.342906708,17.7567417484,50163,8999.3,6.93855050116,5.06261372398
369,3910,RIVERSIDE,32851.3,194.386390533,92.0,24.0968744717,52327,1599.1,9.46213017751,7.5649112426,116811.09,193.395844371,24.4317892621,52327,5423.0,8.97847682119,7.54503311258
370,3912,CEDAR RAPIDS,36143.63,25.5432014134,57.0,20.5420861518,52405,2393.37,1.69142756184,3.27033922261,131824.93,30.6783639749,21.0525902346,52405,8733.09,2.03236909472,3.3725482895
371,3916,OTTUMWA,17292.75,26.8938569207,90.0,17.6540561357,52501,1354.23,2.10611197512,2.87909797823,81632.31,28.8657390382,17.4053780225,52501,6332.48,2.23920792079,2.81598302687
372,3917,DAVENPORT,36814.99,60.6507248764,82.0,19.6602137758,52804,2476.41,4.07975288303,3.38210873147,162146.98,63.8625364317,19.5145366567,52804,11256.49,4.433434423,3.50873966128
373,3918,DAVENPORT,13941.86,57.8500414938,82.0,17.8455739972,52802,1113.77,4.62145228216,3.21058091286,59249.17,61.7822419187,18.0853403843,52802,4791.52,4.99637122002,3.3185818561
374,3920,CLINTON,31938.65,28.8776220615,23.0,17.4918507276,52732,2445.02,2.21068716094,3.59473779385,128991.93,30.0961105926,18.5334391041,52732,9765.5,2.27846476902,3.6241390574
375,3925,NORTH LIBERTY,63846.81,101.023433544,48.0,19.7225589587,52317,4228.46,6.69060126582,5.49098101266,63846.81,101.023433544,19.7225589587,52317,4228.46,6.69060126582,5.49098101266
376,3926,IOWA CITY,228277.15,163.99220546,52.0,17.5378964833,52240,17712.25,12.7243175287,4.78885775862,882003.77,171.163161265,18.0695153771,52240,68231.05,13.2410343489,4.88695711236
377,3928,NORTH LIBERTY,28579.35,35.0666871166,52.0,20.1361700263,52317,1974.96,2.42326380368,3.48861349693,125630.13,47.443402568,20.9758846749,52317,8161.81,3.08225453172,3.67156344411
378,3930,ST LUCAS,14536.31,138.441047619,33.0,15.6762131519,52166,1085.75,10.3404761905,6.35847619048,63801.42,149.068738318,16.0940353805,52166,4556.37,10.6457242991,6.65731308411
379,3932,MAPLETON,48209.35,65.9498632011,67.0,15.7341104814,51034,3592.07,4.9139124487,5.08114911081,222135.34,65.8764353499,16.0780571248,51034,16585.86,4.91870106762,5.15612692764
380,3934,MAQUOKETA,43004.34,179.18475,49.0,13.5741111111,52060,3745.5,15.60625,4.994,193987.56,168.538279757,14.032715651,52060,16024.5,13.9222415291,5.20673327541
381,3942,TOLEDO,91961.92,75.3786229508,86.0,16.8010599428,52342,7033.84,5.76544262295,4.55645901639,375018.74,75.5172654048,17.3633504751,52342,27942.64,5.62679017318,4.61520741039
382,3943,NEVADA,29770.58,34.1797703789,85.0,15.793934312,50201,2358.89,2.70825487945,3.77586681975,134323.52,35.7243404255,15.7364407928,50201,11011.09,2.92848138298,3.90848670213
383,3944,DUBUQUE,193384.14,651.125050505,31.0,15.4668558602,52002,14164.5,47.6919191919,5.46491582492,940922.12,671.128473609,16.8317438523,52002,64620.9,46.0919400856,5.9747788873
384,3947,BROOKLYN,22767.44,64.1336338028,79.0,16.6983688799,52211,1739.37,4.89963380282,4.81143661972,99949.91,63.988418694,17.4072391927,52211,7528.47,4.8197631242,4.96943021767
385,3949,PELLA,37887.12,198.361884817,63.0,14.3574569933,50219,2901.0,15.1884816754,5.01256544503,209424.48,198.506616114,14.9990715414,50219,15147.0,14.3573459716,5.1289478673
386,3950,STATE CENTER,9616.11,29.5880307692,48.0,14.4323648352,50247,806.8,2.48246153846,4.00513846154,40636.11,31.4520975232,14.0220392894,50247,3705.13,2.86774767802,3.93821981424
387,3952,BETTENDORF,759370.43,329.444872017,82.0,24.4375679864,52722,41911.5,18.1828633406,6.960164859,3045758.76,331.601389222,23.55034928,52722,169755.69,18.4818388677,6.71335329341
388,3957,EDGEWOOD,11663.47,58.31735,22.0,13.4822619048,52042,964.25,4.82125,4.54115,49495.12,68.3634254144,13.9592830834,52042,4006.0,5.53314917127,4.70029005525
389,3959,DUBUQUE,18244.88,59.4295765472,31.0,15.1775031022,52001,1705.9,5.55667752443,3.99846905537,66497.85,49.5513040238,14.8256857214,52001,6581.19,4.90401639344,3.74543964232
390,3963,COUNCIL BLUFFS,47181.95,43.1279250457,78.0,17.5734408462,51501,3338.75,3.0518738574,3.57565813528,196183.82,42.2718853695,17.6919271811,51501,13844.34,2.98305106658,3.38800043094
391,3964,SIOUX RAPIDS,18090.52,53.3643657817,11.0,13.9619581402,50585,1509.52,4.45286135693,4.65625368732,71239.37,50.6321037669,14.1290212204,50585,6031.11,4.28650319829,4.64929637527
392,3968,MONROE,7861.32,85.4491304348,50.0,14.6563975155,50170,576.25,6.26358695652,4.53195652174,40550.56,83.7821487603,14.5051790634,50170,3053.25,6.3083677686,4.57630165289
393,3969,GREENFIELD,6883.27,102.735373134,1.0,20.6726083866,50849,517.6,7.72537313433,5.79671641791,10467.73,107.914742268,19.9028375061,50849,795.65,8.20257731959,5.82896907216
394,3970,NEVADA,20192.23,70.6022027972,85.0,18.3771911422,50201,1346.48,4.70797202797,5.04814685315,98397.96,72.5648672566,18.6278283467,50201,6625.81,4.88629056047,5.12649705015
395,3972,HUBBARD,8940.57,63.8612142857,42.0,12.6829863946,50122,932.12,6.658,4.13471428571,42571.92,63.7304191617,12.6606209011,50122,4403.99,6.5927994012,4.28607784431
396,3973,AMES,66861.93,91.7173251029,85.0,17.3401646091,50014,5463.5,7.49451303155,5.33930041152,157025.1,98.0793878826,17.2175140537,50014,13279.75,8.29465958776,5.30428482199
397,3980,IOWA CITY,129121.98,160.002453532,52.0,14.1241718298,52246,9871.0,12.2317224287,4.88448574969,569043.86,157.629878116,14.5395528294,52246,42659.5,11.8170360111,5.04088919668
398,3981,SIOUX CENTER,74414.07,167.97758465,84.0,14.5361582285,51250,5790.75,13.0716704289,5.18575620767,350875.47,170.742321168,15.0755801182,51250,26121.0,12.7109489051,5.36457907543
399,3986,SIOUX CITY,77602.1,93.9492736077,97.0,20.6575445432,51101,4924.07,5.96134382567,5.17898305085,352588.71,100.912624499,20.4306043293,51101,21998.32,6.29602747567,5.26762163709
400,3987,ALGONA,62505.36,159.046717557,55.0,16.2144093057,50511,4866.79,12.3836895674,4.92631043257,266473.89,148.370762806,16.9649162159,50511,20125.58,11.20577951,5.17247772829
401,3989,CHEROKEE,33522.99,92.0961263736,18.0,16.3102537938,51012,2587.18,7.10763736264,4.47997252747,160436.9,97.2344848485,16.1302834776,51012,12018.89,7.28417575758,4.45018181818
402,3990,OSKALOOSA,83146.41,67.9856173344,62.0,20.885514348,52577,5845.46,4.77960752249,5.37558462796,349076.48,71.9152204368,20.6354525698,52577,24723.2,5.09336629584,5.4269118253
403,3993,WATERLOO,63424.68,109.731280277,7.0,21.6277088482,50701,3478.47,6.01811418685,4.17062283737,288844.75,113.673652105,21.1513891231,50701,15951.33,6.27757969303,4.07480125935
404,3995,CEDAR FALLS,85180.79,231.469538043,7.0,16.5155732402,50613,6124.6,16.6429347826,4.98380434783,393406.74,229.793656542,18.0204289052,50613,27331.7,15.9647780374,5.39039719626
405,3997,OSCEOLA,25951.26,164.248481013,20.0,14.7325497288,50213,1981.5,12.5411392405,5.13316455696,126187.26,170.063692722,15.4303754332,50213,9127.5,12.301212938,5.42125336927
406,4000,WOODBINE,14085.97,46.488349835,43.0,13.6281266698,51579,1185.9,3.91386138614,3.83521452145,59126.53,50.9711465517,14.074742303,51579,4849.85,4.18090517241,3.91023275862
407,4001,CARROLL,46883.34,165.082183099,14.0,13.6207645875,51401,3983.25,14.025528169,5.43573943662,240075.48,167.767631027,13.9463269109,51401,19447.5,13.5901467505,5.38619147449
408,4004,AMES,82228.74,156.328403042,85.0,14.9940575774,50010,5958.0,11.3269961977,5.34009505703,381467.79,165.85556087,15.0903805383,50010,28068.0,12.2034782609,5.29896956522
409,4006,LARCHWOOD,24310.15,173.643928571,60.0,15.9631666667,51241,1587.25,11.3375,5.20235714286,104410.95,185.125797872,16.6159996623,51241,6631.75,11.7584219858,5.35425531915
410,4008,ANTHON,20685.12,83.0727710843,97.0,17.3506884682,51004,1441.65,5.78975903614,5.14044176707,86883.17,69.729670947,17.8328113774,51004,6338.27,5.086894061,5.08430176565
411,4010,GLENWOOD,18367.8,116.251898734,65.0,12.1730937312,51534,1533.6,9.70632911392,3.72101265823,76934.82,115.344557721,12.2872581566,51534,6514.35,9.76664167916,3.75970014993
412,4011,ALBIA,39833.68,106.507165775,68.0,16.8907130125,52531,2891.04,7.73005347594,4.72820855615,187769.92,117.282898189,16.9538761488,52531,13652.06,8.527207995,4.84848219863
413,4012,DES MOINES,18408.59,107.652573099,77.0,21.9404539126,50316,935.05,5.46812865497,3.69748538012,24109.77,102.160042373,22.4148405973,50316,1232.19,5.2211440678,3.71919491525
414,4013,TIPTON,12541.62,145.832790698,16.0,13.1096566999,52772,1047.0,12.1744186047,5.27686046512,93418.72,167.417060932,16.8188470729,52772,6461.5,11.5797491039,4.97084229391
415,4014,DENISON,48544.9,146.219578313,24.0,15.1332931727,51442,3594.9,10.8280120482,5.19509036145,233811.1,151.138396897,14.9266712839,51442,17564.25,11.353749192,5.19062055591
416,4015,AMES,56143.2,178.232380952,85.0,16.6054935752,50010,4122.15,13.0861904762,5.10476190476,253565.86,185.490753475,16.5457644477,50010,18686.05,13.6693855157,5.24417702999
417,4016,CONRAD,9937.58,64.951503268,38.0,15.5608278867,50621,799.87,5.22790849673,4.82490196078,39456.04,65.3245695364,15.3049526963,50621,3366.4,5.57350993377,4.96362582781
418,4018,GLADBROOK,8743.91,62.0135460993,48.0,14.0502262749,50635,824.0,5.84397163121,4.70843971631,32221.19,62.2030694981,13.1100661886,50635,3220.0,6.21621621622,4.3233011583
419,4019,MANCHESTER,58173.18,169.601107872,28.0,14.8026239067,52057,4605.0,13.4256559767,5.10594752187,256949.52,167.502946545,14.8588722295,52057,19787.0,12.8989569752,5.27090612777
420,4021,FAIRFIELD,46166.04,131.153522727,51.0,13.358241342,52556,3721.5,10.5724431818,4.56119318182,211960.2,137.457976654,13.9128262615,52556,16212.9,10.5142023346,4.85865758755
421,4023,BOONE,48138.9,133.719166667,8.0,13.5185568783,50036,3815.25,10.5979166667,5.01091666667,239580.24,140.105403509,14.1890918964,50036,17849.25,10.4381578947,5.13615204678
422,4024,IOWA FALLS,25222.04,180.157428571,42.0,16.8708095238,50126,1900.5,13.575,4.98964285714,105228.96,170.549367909,16.1614061897,50126,7897.08,12.7991572123,5.28322528363
423,4025,BELLE PLAINE,14762.28,56.9972200772,6.0,16.4473947417,52208,1334.27,5.15162162162,4.06405405405,70266.11,52.6337902622,16.0257128589,52208,6548.68,4.90537827715,3.99773782772
424,4027,CENTERVILLE,34354.44,134.723294118,4.0,13.4495929038,52544,2754.0,10.8,4.83839215686,175127.88,138.441011858,13.5866094485,52544,13481.25,10.6571146245,4.98838735178
425,4030,LAKE PARK,7047.64,56.8358064516,30.0,13.2085176651,51347,710.25,5.72782258065,4.28419354839,7047.64,56.8358064516,13.2085176651,51347,710.25,5.72782258065,4.28419354839
426,4034,POSTVILLE,4430.78,68.1658461538,3.0,14.2387472527,52162,431.69,6.64138461538,4.15830769231,22807.88,73.8119093851,14.7127908769,52162,2152.14,6.96485436893,4.60737864078
427,4042,GLENWOOD,8456.11,187.913555556,65.0,25.0933439153,51534,450.75,10.0166666667,9.96622222222,33238.4,162.933333333,21.8184477124,51534,1894.18,9.28519607843,8.64333333333
428,4046,CENTERVILLE,12156.9,46.4003816794,4.0,15.065694293,52544,1079.75,4.12118320611,3.93324427481,52997.63,39.5209768829,15.9566584993,52544,4478.09,3.33936614467,4.20163310962
429,4051,MAQUOKETA,47751.39,155.541986971,49.0,13.1012688072,52060,4390.0,14.2996742671,4.58416938111,174175.92,144.54433195,13.1698648488,52060,16088.5,13.3514522822,4.59598340249
430,4057,DES MOINES,96168.8,141.424705882,77.0,26.242094888,50316,4469.93,6.57342647059,6.22167647059,588506.21,194.226471947,29.3278283435,50316,24442.97,8.06698679868,6.82984818482
431,4059,BELLE PLAINE,1813.33,30.2221666667,6.0,12.7956428571,52208,177.11,2.95183333333,3.66083333333,1813.33,30.2221666667,12.7956428571,52208,177.11,2.95183333333,3.66083333333
432,4062,DES MOINES,80423.98,105.821026316,77.0,22.5675175439,50314,4111.12,5.40936842105,4.65476315789,338913.02,110.647411035,22.7249831191,50314,17187.46,5.61131570356,4.59366960496
433,4067,WELLMAN,21280.4,53.0683291771,90.0,21.7272247952,52356,1459.4,3.63940149626,5.97715710723,95204.91,51.2681260097,18.639983909,52356,7001.49,3.77032310178,5.37814754981
434,4068,WEST DES MOINES,44861.77,79.5421453901,77.0,19.7599324553,50265,2913.24,5.16531914894,4.08572695035,198233.38,74.918133031,20.0987407661,50265,12862.97,4.86128873772,4.21257369615
435,4069,OTTUMWA,33717.08,253.511879699,90.0,16.0619262442,52501,2514.0,18.9022556391,5.18466165414,192740.18,323.93307563,15.5029343737,52501,13747.67,23.1053277311,5.18957983193
436,4070,BELLE PLAINE,62345.38,152.433691932,6.0,17.4010679357,52208,3433.92,8.39589242054,5.48618581907,200543.55,113.815862656,17.5061736528,52208,13891.27,7.88380817253,5.4688876277
